"","lon","lat","Freq"
"443","-76.6412712","39.0457549",3
"444","-76.8770788","40.2555809",2
"445","-76.9425543","38.9869183",1
"446","-76.980549","38.9038899",1
"447","-77.0368707","38.9071923",15
"448","-77.0418407","38.9194861",1
"449","-77.0427934","-12.046374",1
"450","-77.1067698","38.8799697",1
"451","-77.1945247","41.2033216",5
"452","-77.216339","38.927775",2
"453","-77.2497049","38.6581722",1
"454","-77.297508","18.109581",1
"455","-77.3063733","38.8462236",1
"456","-77.3860976","38.9695545",1
"457","-77.4360481","37.5407246",2
"458","-77.5636015","39.1156615",1
"459","-78.0102813","40.4847959",1
"460","-78.319747","44.309058",1
"461","-78.6133589","42.7678376",1
"462","-78.6381787","35.7795897",2
"463","-78.6568942","37.4315734",8
"464","-78.6679541","38.151609",1
"465","-78.7378091","42.963947",1
"466","-78.7811169","35.79154",1
"467","-78.873127","42.8968022",1
"468","-78.8783689","42.8864468",2
"469","-78.9453056","34.9704419",1
"470","-79.0058965","-2.9001285",1
"471","-79.0192997","35.7595731",1
"472","-79.0558445","35.9131996",1
"473","-79.2902133","43.0581645",3
"474","-79.3831843","43.653226",6
"475","-79.3870749","9.0669877",1
"476","-79.4377991","36.0956918",1
"477","-79.532157","43.8169837",7
"478","-79.643778","44.7099419",1
"479","-79.6903316","44.3893556",1
"480","-79.8442978","-6.7765974",1
"481","-79.9223592","-2.1709979",1
"482","-79.9958864","40.4406248",1
"483","-8.1338558","42.5750554",1
"484","-8.224454","39.399872",1
"485","-8.5483247","40.926794",1
"486","-80.0331092","40.3959026",1
"487","-80.085059","42.1292241",1
"488","-80.1289321","26.3683064",1
"489","-80.1300455","25.790654",1
"490","-80.1386547","26.8233946",1
"491","-80.1917902","25.7616798",7
"492","-80.1942628","25.7704554",1
"493","-80.3745782","37.2593618",1
"494","-80.5076244","41.2331055",1
"495","-80.579511","35.4087517",1
"496","-80.6520272","28.0888298",1
"497","-80.782127","8.537981",1
"498","-80.8431267","35.2270869",3
"499","-80.8575394","35.2205059",1
"500","-80.874318","35.26776",1
"501","-81.030253","33.9957263",1
"502","-81.1637245","33.836081",4
"503","-81.3578859","41.1536674",1
"504","-81.3792365","28.5383355",8
"505","-81.4678193","28.4743207",1
"506","-81.5157535","27.6648274",10
"507","-81.5365094","41.3931096",1
"508","-81.6220565","32.1360332",1
"509","-81.6943605","41.49932",2
"510","-81.69804","41.4999077",1
"511","-81.7507549","30.1777249",1
"512","-81.7720522","34.0015232",1
"513","-81.7728543","28.5494447",1
"514","-81.8096656","41.4853424",1
"515","-81.8661442","28.0582985",1
"516","-81.8691228","28.7391313",1
"517","-81.8723084","26.640628",1
"518","-82.0047322","40.1209465",1
"519","-82.0105148","33.4734978",1
"520","-82.1905578","40.5922619",1
"521","-82.3515372","23.1371649",1
"522","-82.4571776","27.950575",7
"523","-82.5081868","32.0357429",1
"524","-82.5306527","27.3364347",2
"525","-82.5436722","27.763383",1
"526","-82.5788865","30.1599909",1
"527","-82.7117457","27.8212971",1
"528","-82.7195451","28.2716755",1
"529","-82.7350514","28.2143574",1
"530","-82.8001026","27.9658533",2
"531","-82.9000751","32.1656221",5
"532","-82.907123","40.4172871",1
"533","-82.9987942","39.9611755",2
"534","-83.023578","37.756217",1
"535","-83.0457538","42.331427",1
"536","-83.0993838","40.1959936",1
"537","-83.1289583","42.453317",1
"538","-83.1785361","42.2505943",1
"539","-83.196492","42.232953",1
"540","-83.2078528","42.2142794",1
"541","-83.2827093","42.5793103",1
"542","-83.3789389","38.5079686",1
"543","-83.7341274","43.1775256",1
"544","-83.7430378","42.2808256",1
"545","-83.753428","9.748917",2
"546","-83.9207392","35.9606384",1
"547","-83.9811014","34.1140497",2
"548","-83.985","42.43472",2
"549","-84.2774862","33.9036189",1
"550","-84.2807329","30.4382559",1
"551","-84.2946539","37.7478572",1
"552","-84.3640829","33.7589188",2
"553","-84.3699338","39.2489271",1
"554","-84.3879824","33.7489954",13
"555","-84.3932312","33.8003947",1
"556","-84.4132594","33.5726113",1
"557","-84.5073963","38.0311683",1
"558","-84.5120196","39.1031182",5
"559","-84.7241133","39.02756",1
"560","-84.8358211","42.5636478",1
"561","-84.9702228","34.7698021",1
"562","-85.032445","33.7370514",1
"563","-85.1488173","9.6272062",1
"564","-85.1733479","34.2532247",1
"565","-85.207229","12.865416",3
"566","-85.3096801","35.0456297",2
"567","-85.3232139","51.253775",2
"568","-85.4024054","42.1438888",1
"569","-85.4668031","38.3426052",1
"570","-85.5872286","42.2917069",2
"571","-85.5900831","42.2475684",1
"572","-85.6023643","44.3148443",8
"573","-85.640289","31.459017",1
"574","-85.6680863","42.9633599",1
"575","-85.6796286","42.9707393",1
"576","-85.6802541","40.1053196",1
"577","-85.7371847","38.2775702",1
"578","-85.7542388","38.2573525",1
"579","-85.7584557","38.2526647",1
"580","-86.1349019","40.2671941",3
"581","-86.158068","39.768403",2
"582","-86.2519898","41.6763545",1
"583","-86.3566659","40.7544843",1
"584","-86.4592091","13.4726005",1
"585","-86.4596966","32.4640245",1
"586","-86.5263857","39.165325",1
"587","-86.538632","39.185058",1
"588","-86.5804473","35.5174913",1
"589","-86.5861037","34.7303688",1
"590","-86.7816016","36.1626638",2
"591","-86.8113781","33.4053867",1
"592","-86.8515279","21.161908",2
"593","-86.8909288","36.1795891",1
"594","-86.902298","32.3182314",1
"595","-87.4606977","37.4143532",1
"596","-87.5761371","41.7964546",1
"597","-87.6297982","41.8781136",24
"598","-87.771964","41.909611",2
"599","-87.8654176","42.3015469",2
"600","-87.883416","43.0623474",1
"601","-87.9064736","43.0389025",1
"602","-87.9196785","43.0405846",1
"603","-87.9358931","41.7697533",1
"604","-87.9490663","42.9654847",1
"605","-87.9762226","36.8861564",1
"606","-88.0118473","41.7435073",2
"607","-88.2039607","41.8847507",1
"608","-88.2433829","40.1164204",1
"609","-88.296146","18.5001889",1
"610","-88.3748655","37.6253502",1
"611","-88.7878678","43.7844397",3
"612","-88.89653","13.794185",2
"613","-88.9906312","40.5142026",1
"614","-89.3985283","32.3546679",2
"615","-89.3985283","40.6331249",2
"616","-89.5031045","43.074868",1
"617","-89.5698058","20.9754578",1
"618","-89.761545","35.1598391",1
"619","-89.946107","35.116467",1
"620","-9.0790724","38.6608149",1
"621","-9.1393366","38.7222524",2
"622","-9.1651047","38.6765238",1
"623","-9.227213","38.750967",1
"624","-90.0489801","35.1495343",2
"625","-90.0715323","29.9510658",4
"626","-90.0772199","29.9295564",1
"627","-90.1994042","38.6270025",5
"628","-90.230759","15.783471",1
"629","-90.256776","32.231676",1
"630","-90.5823138","30.5043578",1
"631","-91.506","44.7966",1
"632","-91.531097","41.668221",1
"633","-91.9623327","30.9842977",2
"634","-92.1053864","37.8287218",1
"635","-92.3570871","34.1569105",1
"636","-93.097702","41.8780025",2
"637","-93.2009998","44.9374831",1
"638","-93.2179259","30.206916",1
"639","-93.2185144","36.6436731",1
"640","-93.2349489","45.1607987",1
"641","-93.2483058","44.4004438",1
"642","-93.2499507","45.2502429",1
"643","-93.260998","31.1435194",1
"644","-93.2650108","44.977753",1
"645","-93.2719782","44.9804106",1
"646","-93.2777226","44.7677424",1
"647","-93.2991931","44.9522896",2
"648","-93.458109","37.613775",1
"649","-93.4880164","45.0216195",1
"650","-93.711332","41.5772115",1
"651","-94.1166333","36.3378999",1
"652","-94.419009","37.238943",1
"653","-94.513281","37.0842271",2
"654","-94.5785667","39.0997265",1
"655","-94.5859969","39.0811274",1
"656","-94.6858998","46.729553",2
"657","-94.7404891","32.5007037",1
"658","-94.8758531","38.5834881",1
"659","-94.9201422","39.3615792",1
"660","-94.961594","29.7270612",1
"661","-95.0761636","41.3175381",1
"662","-95.1532966","36.2928692",1
"663","-95.2255041","32.2268212",1
"664","-95.3656107","29.7601082",1
"665","-95.3698028","29.7604267",15
"666","-95.3761506","40.7667389",1
"667","-95.4183481","29.7351487",1
"668","-95.4612625","30.1658207",1
"669","-95.5669786","29.7242419",1
"670","-95.712891","37.09024",49
"671","-95.891008","41.126674",1
"672","-95.992775","36.1539816",2
"673","-95.9979883","41.2523634",1
"674","-96.2327522","41.2426477",1
"675","-96.3765274","19.371104",1
"676","-96.6699273","39.1371223",1
"677","-96.7028312","33.0205401",1
"678","-96.7969879","32.7766642",4
"679","-96.840133","46.9223429",1
"680","-96.9083366","32.6518004",1
"681","-96.9226178","19.5300435",1
"682","-97.0780654","32.9342919",1
"683","-97.0819541","32.8370727",1
"684","-97.0855948","36.706981",1
"685","-97.1025077","32.4334742",2
"686","-97.1330683","33.2148412",1
"687","-97.1333453","33.6259414",1
"688","-97.1466695","31.549333",1
"689","-97.3197503","32.8676983",1
"690","-97.330053","37.6871761",1
"691","-97.3307658","32.7554883",2
"692","-97.4063351","20.9561149",1
"693","-97.5027376","25.8690294",1
"694","-97.5164276","35.4675602",1
"695","-97.7340567","30.2849185",1
"696","-97.7428165","32.742923",1
"697","-97.7430608","30.267153",9
"698","-97.8202888","30.505198",1
"699","-98.2061996","19.0412967",4
"700","-98.2300124","26.2034071",1
"701","-98.2978951","26.0508406",1
"702","-98.3021192","19.0765772",1
"703","-98.4936282","29.4241219",3
"704","-98.8831503","19.5060382",1
"705","-99.0438249","19.3219488",1
"706","-99.126821","19.473157",1
"707","-99.1273303","19.4729218",1
"708","-99.133208","19.4326077",11
"709","-99.14056","19.43393",1
"710","-99.1561883","19.3437444",1
"711","-99.1712821","19.4121597",4
"712","-99.1728282","19.4094602",1
"713","-99.3395636","20.0535516",1
"714","-99.6556653","19.2826098",2
"715","-99.7232673","19.4968732",2
"716","-99.8109373","16.9212757",1
"717","-99.9018131","31.9685988",7
"718","-99.9018131","41.4925374",1
"719","-99.9018131","43.9695148",1
"720","0.199556","48.00611",1
"721","0.340375","46.580224",1
"722","0.5217254","51.2787075",1
"723","0.8828329","49.524641",1
"724","1.0990045","49.4367322",1
"725","1.297355","52.6308859",1
"726","1.659626","28.033886",1
"727","1.909251","47.902964",2
"728","10.2712297","43.8516258",1
"729","10.451526","51.165691",2
"730","10.5881804","49.9873929",1
"731","10.7522454","59.9138688",1
"732","10.7681884","59.9158558",1
"733","10.9916215","45.4383842",1
"734","100.5017651","13.7563309",2
"735","100.8000051","-0.7399397",1
"736","100.8770813","12.9276082",1
"737","100.992541","15.870032",2
"738","101.686855","3.139003",3
"739","101.975766","4.210484",1
"740","103.819836","1.352083",2
"741","106.6536859","-6.1275118",1
"742","106.822745","-6.1744651",1
"743","106.9755726","-6.2382699",1
"744","108.3322547","-7.3298676",1
"745","11.5819806","48.1351253",1
"746","11.6195745","44.8377601",1
"747","11.97456","57.70887",2
"748","110.3694896","-7.7955798",1
"749","113.921327","-0.789275",1
"750","116.6459654","-32.7427972",1
"751","12.354722","7.369722",1
"752","12.453389","41.902916",1
"753","12.4963655","41.9027835",3
"754","12.56738","41.87194",4
"755","12.5683371","55.6760968",1
"756","12.6216211","42.938004",1
"757","120.9842195","14.5995124",1
"758","121.0244452","14.554729",1
"759","121.0437003","14.6760413",1
"760","121.774017","12.879721",4
"761","128.5737302","27.3336755",1
"762","13.05501","47.80949",1
"763","13.0816305","37.5085148",1
"764","13.2894368","-8.8399876",1
"765","13.404954","52.5200066",2
"766","13.9422848","41.0347852",1
"767","130.6281987","32.9159444",1
"768","133.775136","-25.274398",3
"769","138.252924","36.204824",2
"770","139.6917064","35.6894875",1
"771","139.7148132","35.5620963",1
"772","14.2681244","40.8517746",1
"773","14.367553","41.0854362",1
"774","14.3829123","40.9101303",1
"775","144.963056","-37.813611",4
"776","144.9937739","-37.8491409",1
"777","144.9938303","-37.8501255",1
"778","146.921099","-31.2532183",1
"779","15.2313648","44.119371",1
"780","15.2551187","54.5259614",1
"781","15.35923","60.7467784",1
"782","150.8609358","-33.2262828",1
"783","151.2092955","-33.8688197",11
"784","153.0251235","-27.4697707",1
"785","153.066667","-26.65",1
"786","153.1932534","-28.6104322",1
"787","153.3831175","-27.6705144",1
"788","16.2843553","50.7840092",1
"789","16.3738189","48.2081743",1
"790","16.8825168","48.75314",1
"791","174.885971","-40.900557",1
"792","18.0685808","59.3293235",1
"793","18.4240553","-33.9248685",1
"794","18.643501","60.128161",3
"795","19.145136","51.919438",4
"796","19.503304","47.162494",1
"797","19.699024","48.669026",1
"798","19.8335496","45.2671352",1
"799","2.139998","45.928578",1
"800","2.1734035","41.3850639",7
"801","2.1750239","48.7074303",1
"802","2.213749","46.227638",16
"803","2.2188068","48.828508",1
"804","2.3522219","48.856614",16
"805","2.357443","48.936181",1
"806","2.3912362","41.7855837",1
"807","2.439712","48.908612",1
"808","2.6370411","48.8499198",2
"809","2.8214264","41.9794005",1
"810","20.168331","41.153332",1
"811","20.902977","42.6026359",1
"812","21.005859","44.016521",1
"813","21.2570307","45.7659345",1
"814","21.824312","39.074208",2
"815","22.5058399","40.2805592",1
"816","22.937506","-30.559482",1
"817","23.1210305","37.9463179",1
"818","23.3218675","42.6977082",1
"819","24.938379","60.1698557",1
"820","25.748151","61.92411",1
"821","25.9358367","48.2920787",1
"822","27.953389","53.709807",1
"823","28.0473051","-26.2041028",1
"824","28.2292712","-25.7478676",1
"825","28.9783589","41.0082376",1
"826","29.0227159","40.1794309",1
"827","3.057256","50.62925",3
"828","3.3448536","45.7032695",1
"829","3.3792057","6.5243793",1
"830","3.5599136","51.4734712",1
"831","30.3794118","-29.6006068",1
"832","31.16558","48.379433",2
"833","31.2357116","30.0444196",1
"834","31.3554204","29.8396353",1
"835","34.851612","31.046051",2
"836","34.887783","31.3238993",1
"837","37.6173","55.755826",2
"838","39.2375507","21.2854067",1
"839","39.6682065","-4.0434771",1
"840","4.3517103","50.8503396",2
"841","4.4266158","50.8167203",1
"842","4.444643","50.4108095",1
"843","4.7564892","51.1394506",1
"844","4.805528","43.949317",1
"845","4.835659","45.764043",1
"846","4.8951679","52.3702157",1
"847","41.5260976","58.4807811",1
"848","44.3861933","14.5567538",1
"849","49.5924134","37.2809455",1
"850","5.216051","47.133592",1
"851","5.36978","43.296482",2
"852","5.447427","43.529742",1
"853","5.730216","50.8392661",1
"854","5.8372264","51.8125626",1
"855","55.402868","24.9821547",1
"856","58.2870647","23.6016268",1
"857","6.1193157","49.6091904",2
"858","6.129384","45.899247",1
"859","6.1431577","46.2043907",1
"860","6.1757156","49.1193089",2
"861","6.289287","43.913685",1
"862","6.449403","48.172402",1
"863","6.867567","49.11656",1
"864","6.9602786","50.937531",2
"865","7.0115552","51.4556432",1
"866","7.0498442","4.815554",2
"867","7.1075541","48.3441943",1
"868","7.2619532","43.7101728",1
"869","7.6615938","51.4332367",1
"870","7.7521113","48.5734053",1
"871","7.7760567","43.8159671",1
"872","71.4180622","25.7531537",1
"873","71.4687028","30.1983807",1
"874","72.7637898","40.5171517",1
"875","73.0931461","33.7293882",1
"876","74.3571581","31.5546061",1
"877","76.860565","30.6942091",1
"878","77.0266383","28.4594965",1
"879","77.5945627","12.9715987",1
"880","78.3371785","17.4913212",1
"881","78.96288","20.593684",3
"882","8.081666","17.607789",1
"883","8.227512","46.818188",1
"884","8.452521","55.4683551",1
"885","8.468946","60.472024",1
"886","8.946256","44.4056499",1
"887","83.334056","17.758076",1
"888","84.2463188","27.1001102",1
"889","9.1829321","48.7758459",1
"890","9.1859243","45.4654219",1
"891","9.2744485","45.5845001",1
"892","9.9052156","46.0960948",1
"893","98.6722227","3.5951956",1
"894","99.1966559","61.0137097",2
"895","99.8913421","20.0450379",1
