"","reg_num","subj","crse","sect","title","units","instructor","days","time","place"
"228","10149","HUM","110","Y02","West Humanities: Greece  and Rome","0.0","Drumm","M-W-F","10:00AM10:50","ELIOT123"
"229","10150","HUM","110","Y03","West Humanities: Greece  and Rome","0.0","Englert","M-W-F","10:00AM10:50","ELIOT126"
"230","10151","HUM","110","Y04","West Humanities: Greece  and Rome","0.0","Sherman","M-W-F","10:00AM10:50","ELIOT317"
"231","10152","HUM","110","Y05","West Humanities: Greece  and Rome","0.0","Leveen","M-W-F","10:00AM10:50","LIB203"
"232","10153","HUM","110","Y06","West Humanities: Greece  and Rome","0.0","Arkonovich","M-W-F","11:00AM11:50","ELIOT123"
"233","10154","HUM","110","Y07","West Humanities: Greece  and Rome","0.0","Gillcrist","M-W-F","11:00AM11:50","ELIOT126"
"234","10155","HUM","110","Y08","West Humanities: Greece  and Rome","0.0","Breen","M-W-F","11:00AM11:50","ELIOT317"
"235","10460","ART","271","F","Introductory Painting","1.0","Knutson","M-W","07:10PM10:00","ARTPAINT"
"236","10156","HUM","110","Y09","West Humanities: Greece  and Rome","0.0","Baker","M-W-F","11:00AM11:50","LIB203"
"237","10157","HUM","110","Y10","West Humanities: Greece  and Rome","0.0","Duquette","M-W-F","12:00PM12:50","ELIOT317"
"238","10158","HUM","110","Y11","West Humanities: Greece  and Rome","0.0","Nicholson","M-W-F","12:00PM12:50","LIB203"
"239","10159","HUM","110","Y12","West Humanities: Greece  and Rome","0.0","Stauder","M-W-F","01:10PM02:00","ELIOT123"
"240","10160","HUM","110","Y13","West Humanities: Greece  and Rome","0.0","Feener","M-W-F","01:10PM02:00","ELIOT317"
"241","10161","HUM","110","Y14","West Humanities: Greece  and Rome","0.0","Delehanty","M-W-F","02:10PM03:00","ELIOT317"
"242","10749","HUM","110","Y25","West Humanities: Greece  and Rome","0.0","Foat","M-W-F","02:10PM03:00","ELIOT123"
"243","10162","HUM","110","Y15","West Humanities: Greece  and Rome","0.0","Mandell","M-W","03:10PM04:30","ELIOT123"
"244","10163","HUM","110","Y16","West Humanities: Greece  and Rome","0.0","King","M-W","03:10PM04:30","ELIOT317"
"245","10164","HUM","110","Y17","West Humanities: Greece  and Rome","0.0","David","T-Th","09:00AM10:20","ELIOT317"
"246","20467","ART","272","S","Introductory Painting II","1.0","Knutson","M-W","07:10PM10:00","ARTPAINT"
"247","10165","HUM","110","Y18","West Humanities: Greece  and Rome","0.0","Latham","T-Th","09:00AM10:20","LIB203"
"248","10775","HUM","110","Y26","West Humanities: Greece  and Rome","0.0","Wolfe","T-Th","09:00AM10:20","ELIOT126"
"249","10166","HUM","110","Y19","West Humanities: Greece  and Rome","0.0","Mieszkowski","T-Th","10:30AM11:50","ELIOT317"
"250","10168","HUM","110","Y21","West Humanities: Greece  and Rome","0.0","Kelly","T-Th","01:10PM02:30","ELIOT317"
"251","10169","HUM","110","Y22","West Humanities: Greece  and Rome","0.0","Hendrickson","T-Th","01:10PM02:30","LIB203"
"252","10318","HUM","110","Y23","West Humanities: Greece  and Rome","0.0","Sacks","T-Th","02:40PM04:00","ELIOT317"
"253","10323","HUM","110","Y24","West Humanities: Greece  and Rome","0.0","Iaccarino","T-Th","02:40PM04:00","LIB203"
"254","10073","HUM","210","Y","Early Modern Europe","0.0","Knapp","M-W","01:10PM02:00","PSYCH105"
"255","10175","HUM","210","Y01","Early Modern Europe","0.0","Knapp","M-W-F","11:00AM11:50","VOLLUM134"
"256","10176","HUM","210","Y02","Early Modern Europe","0.0","Steinman","M-W","03:10PM04:30","VOLLUM309"
"257","10461","ART","281","F","Sculpture","1.0","Ondrizek","M-W","01:10PM04:00","ARTSCULP"
"258","10177","HUM","210","Y03","Early Modern Europe","0.0","Kierstead","T-Th","10:30AM11:50","VOLLUM302"
"259","10178","HUM","210","Y04","Early Modern Europe","0.0","Garrett","T-Th","02:40PM04:00","VOLLUM228"
"260","10074","HUM","220","Y","Modern Humanities","0.0","Mueller","M-W","11:00AM11:50","ELIOTCHPL"
"261","10170","HUM","220","Y01","Modern Humanities","0.0","van Dyke","M-W-F","10:00AM10:50","VOLLUM302"
"262","10171","HUM","220","Y02","Modern Humanities","0.0","Mueller","M-W-F","01:10PM02:00","LIB203"
"263","10172","HUM","220","Y03","Modern Humanities","0.0","Porter","M-W","03:10PM04:30","VOLLUM134"
"264","10173","HUM","220","Y04","Modern Humanities","0.0","Segel","T-Th","01:10PM02:30","PSYCH103"
"265","10174","HUM","220","Y05","Modern Humanities","0.0","Gokberk","T-Th","02:40PM04:00","VOLLUM302"
"266","10314","HUM","230","Y","Foundatns ChineseCivilization","0.0","Brashier","T-Th","09:30AM10:20","PSYCH105"
"267","10315","HUM","230","Y01","Foundatns ChineseCivilization","0.0","Wu","M-W-F","10:00AM10:50","ELIOT405"
"268","20468","ART","282","S","Sculpture II","1.0","Ondrizek","M-W","01:10PM04:00","ARTSCULP"
"269","10316","HUM","230","Y02","Foundatns ChineseCivilization","0.0","Brashier","M-W-F","11:00AM11:50","ELIOT405"
"270","10317","HUM","230","Y03","Foundatns ChineseCivilization","0.0","Fix","T-Th","10:30AM11:50","ELIOT121"
"271","10179","LAT","110","Y","First Year Latin","1.0","","","","Englert         M-T-W-Th-F11:00     VOLLUM  126"
"272","10180","LAT","210","Y","Second Year Latin","1.0","Wolfe","M-T-W-Th","02:10PM03:00","VOLLUM234"
"273","10486","LAT","311","F","Advanced Latin","1.0","Englert","T-Th","09:00AM10:20","VOLLUM134"
"274","20484","LAT","312","S","Advanced Latin","1.0","Tron","T-Th","02:40PM04:00","VOLLUM134"
"275","10481","LING","311","F","General Linguistics","1.0","Haviland","T-Th","09:00AM10:20","VOLLUM116"
"276","10484","LING","313","F","Language and Society","1.0","Haviland","T","06:10PM09:00","ELIOT419"
"277","10483","LING","323","F","Introductory Syntax","1.0","Haviland","T-Th","10:30AM11:50","ELIOT419"
"278","20481","LING","328","S","Morphosyntactic Typology","1.0","Haviland","T-Th","09:00AM10:20","ELIOT419"
"279","10454","ART","315","F","Early Medieval Art","1.0","Diebold","T-Th","02:40PM04:00","LIB41"
"280","20482","LING","348","S","Languages the Americas:Mayan","1.0","Haviland","T","06:10PM09:00","ELIOT419"
"281","10588","LING","392","F01","Structuralism and Semiotics","1.0","Stasch","T-Th","01:10PM02:30","VOLLUM134"
"282","10598","LING","392","F02","Structuralism and Semiotics","1.0","Stasch","T-Th","02:40PM04:00","VOLLUM134"
"283","10747","LING","393","F","Psycholinguistics","1.0","Canseco-Gonzale","M-W-F","10:00AM10:50","PSYCH108"
"284","10747","LING","393","F","Psycholinguistics","1.0","Canseco-Gonzale","W","04:40PM06:00","PSYCH108"
"285","20652","LING","396","S","Psych of Language Acquisition","1.0","Canseco-Gonzale","T-Th","02:40PM04:00","PSYCH108"
"286","10538","LIT","266","F","Russian Short Fiction","1.0","Lencek","T-Th","01:10PM02:30","VOLLUM126"
"287","10757","LIT","320","F","20-Cent Chin Fiction, 1919-49","1.0","Wu","T-Th","02:40PM04:00","ELIOT121"
"288","20498","LIT","321","S","Modernism: Berlin","1.0","Gokberk","M-W","03:10PM04:30","VOLLUM116"
"289","10756","LIT","326","F","Chinese Narrative Tradition","1.0","Rhew","M-W","03:10PM04:30","ELIOT121"
"290","20682","ART","316","S","Medieval Manuscript Illumin","1.0","Diebold","T-Th","02:40PM04:00","LIB41"
"291","20657","LIT","334","S","Yijing: Text and Tradition","1.0","Rhew","M-W","03:10PM04:30","ELIOT121"
"292","10502","LIT","341","F","Modern German Theatre","1.0","Rudolf","M-W","03:10PM04:30","ELIOT419"
"293","20665","LIT","343","S","20-Century Chinese Poetry","1.0","Wu","T-Th","02:40PM04:00","ELIOT121"
"294","20487","LIT","363","S","Greek Tragedy","1.0","Englert","M-W-F","12:00PM12:50","VOLLUM126"
"295","20531","LIT","373","S","Russian Lit:Chekhov toPresent","1.0","Bershtein","T-Th","02:40PM04:00","VOLLUM126"
"296","10540","LIT","379","F","The Myth of St. Petersburg","1.0","Bershtein","T-Th","02:40PM04:00","PSYCH103"
"297","10500","LIT","391","F","German Thought Postmod Era","1.0","Irmscher","T-Th","02:40PM04:00","ELIOT414"
"298","20501","LIT","392","S","German Theory II: Body Media","1.0","Mieszkowski","W","06:10PM09:00","ELIOT414"
"299","20536","LIT","404","S","Russian Lit:Gogol  and Dostoevsky","1.0","Lencek","T-Th","09:00AM10:20","VOLLUM118"
"300","20533","LIT","408","S","Russ Decadent/SymbolistCultur","1.0","Bershtein","M-W","03:10PM04:30","VOLLUM302"
"301","10455","ART","333","F","Divine Comedy  and Visualizations","1.0","David","T-Th","01:10PM02:30","LIB41"
"302","10542","LIT","413","F","20th C Russian CriticalTheory","1.0","Lencek","T-Th","09:00AM10:20","VOLLUM126"
"303","10430","MATH","111","F01","Calculus I","1.0","Mayer","M-T-W-F","08:00AM08:50","LIB204"
"304","10431","MATH","111","F02","Calculus I","1.0","Shurman","M-T-W-F","11:00AM11:50","LIB204"
"305","10432","MATH","111","F03","Calculus I","1.0","Mayer","M-T-W-F","12:00PM12:50","ELIOT200"
"306","10433","MATH","111","F04","Calculus I","1.0","Potluri","M-T-W-F","12:00PM12:50","PSYCH102"
"307","10434","MATH","111","F05","Calculus I","1.0","Shurman","M-T-W-F","01:10PM02:00","ELIOT207"
"308","10435","MATH","111","F06","Calculus I","1.0","Potluri","M-T-W-F","02:10PM03:00","PSYCH102"
"309","20442","MATH","111","S01","Calculus I","1.0","Potluri","M-T-W-F","11:00AM11:50","PSYCH102"
"310","20443","MATH","111","S02","Calculus I","1.0","Potluri","M-T-W-F","12:00PM12:50","PSYCH102"
"311","20444","MATH","112","S01","Calculus II","1.0","Mayer","M-T-W-F","08:00AM08:50","LIB204"
"312","20680","ART","343","S","Art and Politics in France","1.0","Hendrickson","T-Th","09:00AM10:20","LIB41"
"313","20445","MATH","112","S02","Calculus II","1.0","Perkinson","M-T-W-F","11:00AM11:50","LIB204"
"314","20446","MATH","112","S03","Calculus II","1.0","Jones","M-T-W-F","12:00PM12:50","ELIOT200"
"315","20447","MATH","112","S04","Calculus II","1.0","Wieting","M-T-W-F","12:00PM12:50","LIB204"
"316","20448","MATH","112","S05","Calculus II","1.0","Perkinson","M-T-W-F","01:10PM02:00","ELIOT207"
"317","20449","MATH","112","S06","Calculus II","1.0","Bernhard","M-T-W-F","02:10PM03:00","ELIOT200"
"318","10436","MATH","121","F01","Introduction to Computing","1.0","Fix","M-W-F","11:00AM11:50","PHYSIC123"
"319","10436","MATH","121","F01","Introduction to Computing","1.0","Fix","Th","11:00AM11:50","LIB18"
"320","10437","MATH","121","F02","Introduction to Computing","1.0","Fix","M-W-F","01:10PM02:00","PHYSIC123"
"321","10437","MATH","121","F02","Introduction to Computing","1.0","Fix","Th","01:10PM02:00","LIB18"
"322","20450","MATH","132","S","Introduction to Combinatorics","1.0","Shurman","M-W-F","10:00AM10:50","ELIOT207"
"323","20681","ART","344","S","Pol Hist of Art Between Wars","1.0","van Dyke","M-W-F","01:10PM02:00","LIB41"
"324","10438","MATH","141","F01","Intro to Probability  and Statist","1.0","Jones","M-W-F","11:00AM11:50","PHYSIC240A"
"325","10439","MATH","141","F02","Intro to Probability  and Statist","1.0","Jones","M-W-F","01:10PM02:00","PHYSIC240A"
"326","10440","MATH","141","FL1","Intro to Probability  and Statist","0.0","Jones","T","09:00AM09:50","LIB18"
"327","10441","MATH","141","FL2","Intro to Probability  and Statist","0.0","Jones","T","11:00AM11:50","LIB18"
"328","10442","MATH","141","FL3","Intro to Probability  and Statist","0.0","Jones","T","01:10PM02:00","LIB18"
"329","10443","MATH","211","F01","Introduction to Analysis I","1.0","Perkinson","M-T-W-F","09:00AM09:50","ELIOT200"
"330","10444","MATH","211","F02","Introduction to Analysis I","1.0","Wieting","M-T-W-F","11:00AM11:50","ELIOT200"
"331","10445","MATH","211","F03","Introduction to Analysis I","1.0","Bernhard","M-T-W-F","12:00PM12:50","LIB204"
"332","20451","MATH","212","S01","Introduction to Analysis II","1.0","Wieting","M-T-W-F","09:00AM09:50","ELIOT207"
"333","20452","MATH","212","S02","Introduction to Analysis II","1.0","Bernhard","M-T-W-F","12:00PM12:50","PHYSIC240A"
"334","10580","ANTH","211","F04","Introduction to Anthropology","1.0","Silverstein","T-Th","01:10PM02:30","ELIOT414"
"335","10777","ART","348","F","Art  and  Pol in Weimar Republic","1.0","van Dyke","M-W","03:10PM04:30","LIB41"
"336","20453","MATH","311","S","Complex Analysis","1.0","Perkinson","M-T-W-F","10:00AM10:50","LIB204"
"337","10446","MATH","321","F","Advanced Calculus","1.0","Shurman","M-T-W-F","10:00AM10:50","LIB204"
"338","10447","MATH","331","F01","Linear Algebra","1.0","Mayer","M-T-W-F","09:00AM09:50","ELIOT216"
"339","10448","MATH","331","F02","Linear Algebra","1.0","Potluri","M-T-W-F","11:00AM11:50","PSYCH102"
"340","20454","MATH","331","S","Linear Algebra","1.0","Jones","M-T-W-F","11:00AM11:50","ELIOT216"
"341","20455","MATH","332","S","Abstract Algebra","1.0","Bernhard","M-T-W-F","11:00AM11:50","ELIOT200"
"342","20456","MATH","341","S","Geometry","1.0","Wieting","M-W-F","02:10PM03:00","LIB204"
"343","10449","MATH","372","F","Combinatorics","1.0","Perkinson","M-W-F","01:10PM02:00","ELIOT216"
"344","20457","MATH","382","S","Data Structure  and  Algorithm","1.0","Fix","M-W-F","09:00AM09:50","PHYSIC123"
"345","20643","MATH","385","S","Computer Graphics","1.0","Fix","M-W-F","01:10PM02:00","PHYSIC123"
"346","20679","ART","349","S","New West in Amer Photography","0.5","Fillin-Yeh","F","03:10PM04:30","LIB41"
"347","10450","MATH","391","F","Probability","1.0","Wieting","M-W-F","09:00AM09:50","LIB204"
"348","20458","MATH","412","S","Topics in Advanced AnalysisII","1.0","Mayer","M-W-F","03:10PM04:00","LIB204"
"349","20459","MATH","421","S","Elemetary Number Theory","1.0","Shurman","M-W-F","12:00PM12:50","PHYSIC122"
"350","10451","MATH","431","F","Algebraic Structures","1.0","Bernhard","M-W-F","03:10PM04:00","LIB204"
"351","10452","MATH","441","F","Topics In Computer Theory","1.0","Fix","M-W-F","02:10PM03:00","LIB204"
"352","10329","MUS","103","F","Chamber Orchestra","0.5","Schiff","M","06:10PM07:30","KAUL"
"353","20324","MUS","103","S","Chamber Orchestra","0.5","Schiff","M","06:10PM07:30","KAUL"
"354","10321","MUS","105","F","Chorus","0.5","Hancock","T","04:40PM06:00","ELIOT314"
"355","20316","MUS","105","S","Chorus","0.5","Hancock","T","04:40PM06:00","ELIOT314"
"356","10322","MUS","107","F","Collegium Musicum","0.5","Hancock","W","04:40PM06:00","ELIOT123"
"357","10462","ART","371","F","Intermed Paint,Draw,PrintmakI","1.0","Knutson","T-Th","01:10PM04:00","ARTPAINT"
"358","20317","MUS","107","S","Collegium Musicum","0.5","Hancock","W","04:40PM06:00","ELIOT123"
"359","10464","MUS","110","F","Intro to Music Listening","1.0","Falk","M-W-F","12:00PM12:50","ELIOT416"
"360","10465","MUS","111","F","Music Theory I","1.0","Hancock","M-W-F","01:10PM02:00","ELIOT416"
"361","10466","MUS","111","FL1","Music Theory I","0.0","Hancock","M","11:00AM11:50","ELIOT416"
"362","10467","MUS","111","FL2","Music Theory I","0.0","Hancock","M","03:10PM04:00","ELIOT416"
"363","10468","MUS","111","FL3","Music Theory I","0.0","Hancock","T","02:10PM03:00","ELIOT416"
"364","10469","MUS","111","FL4","Music Theory I","0.0","Hancock","W","02:10PM03:00","ELIOT301A"
"365","20471","MUS","112","S","Theory II:IntermediateHarmony","1.0","Hancock","M-W-F","01:10PM02:00","ELIOT416"
"366","20472","MUS","112","SL1","Theory II:IntermediateHarmony","0.0","Hancock","M","03:10PM04:00","ELIOT301A"
"367","20473","MUS","112","SL2","Theory II:IntermediateHarmony","0.0","Hancock","W","02:10PM03:00","ELIOT301A"
"368","20469","ART","372","S","IntermedPaint,Draw,PrintmakII","1.0","Knutson","T-Th","01:10PM04:00","ARTPAINT"
"369","20474","MUS","122","S","Survey of Western Music","1.0","Falk","M-W-F","12:00PM12:50","ELIOT416"
"370","10470","MUS","212","F","Theory III: BaroqueCounterpnt","1.0","Schiff","M-W-F","10:00AM10:50","ELIOT301A"
"371","20648","MUS","236","S","The String Quartet","1.0","Falk","T-Th","10:30AM11:50","LIB36"
"372","10471","MUS","251","F","Representation in Music","1.0","Falk","T-Th","01:10PM02:30","LIB36"
"373","20475","MUS","256","S","Romantic Music","1.0","Hancock","T-Th","01:10PM02:30","ELIOT416"
"374","20476","MUS","262","S01","Jazz","1.0","Schiff","M-W-F","02:10PM03:00","ELIOT416"
"375","20477","MUS","262","S02","Jazz","1.0","Schiff","M-W-F","03:10PM04:00","ELIOT416"
"376","10472","MUS","264","F","Modernism in Music","1.0","Schiff","M-W-F","02:10PM03:00","ELIOT416"
"377","10473","MUS","311","F","Medieval and RenaissanceMusic","1.0","Falk","T-Th","10:30AM11:50","LIB36"
"378","20478","MUS","343","S","Advanced Analysis","1.0","Schiff","M-W-F","10:00AM10:50","ELIOT301A"
"379","10463","ART","381","F","Intermed Sculp  and  Multimedia I","1.0","Ondrizek","T-Th","01:10PM04:00","ARTSCULP"
"380","10656","PE","101","AE6","Aerobics","0.0","Casey","M-W","06:10PM07:00","SPORTSDANCE"
"381","10657","PE","101","AE7","Aerobics","0.0","Casey","M-W","07:10PM08:00","SPORTSDANCE"
"382","10658","PE","101","AFD","African Dance","0.0","Casey","T-Th","04:10PM05:00","SPORTSDANCE"
"383","10661","PE","101","AIK","Aikido","0.0","Casey","M-W","07:10PM09:00","SPORTSMAT"
"384","10659","PE","101","AR3","Archery","0.0","Casey","M-W","03:10PM04:00","SPORTS"
"385","10660","PE","101","AR4","Archery","0.0","Casey","M-W","04:10PM05:00","SPORTS"
"386","10664","PE","101","BEL","Bellydance","0.0","Casey","T","06:10PM08:00","SPORTSDANCE"
"387","10662","PE","101","BRB","Ballroom Dance-Beginning","0.0","Casey","W","06:10PM08:00","SPORTSGYMII"
"388","10663","PE","101","BRI","Ballroom Dance-Intermediate","0.0","Casey","W","08:10PM10:00","SPORTSDANCE"
"389","10665","PE","101","CAN","Canoeing","0.0","Casey","W","04:10PM06:30","SPORTS"
"390","20470","ART","382","S","Intermed Sculp  and  MultimediaII","1.0","Ondrizek","T-Th","01:10PM04:00","ARTSCULP"
"391","10680","PE","101","DEF","Self Defense","0.0","Casey","Th","07:10PM09:30","SPORTSMAT"
"392","10666","PE","101","FEN","Fencing","0.0","Casey","M-Th","06:40PM08:30","SPORTSGYMII"
"393","10667","PE","101","FLK","Folkdance","0.0","Casey","Th","07:40PM10:00","SPORTSDANCE"
"394","10668","PE","101","GLF","Golf","0.0","Casey","T-Th","02:10PM03:00","SPORTS"
"395","10698","PE","101","HAT","Yoga-Hatha","0.0","Casey","T-Th","05:10PM06:00","SPORTSDANCE"
"396","10671","PE","101","JDO","Judo","0.0","Casey","M-W","03:40PM05:30","SPORTSMAT"
"397","10670","PE","101","JGL","Juggling","0.0","Casey","W","07:10PM09:00","SPORTSGYMI"
"398","10669","PE","101","JIT","Jitterbug","0.0","Casey","M","06:10PM08:00","WINCH"
"399","10697","PE","101","KUN","Yoga-Kundilini","0.0","Casey","M-W","04:40PM06:00","SPORTSDANCE"
"400","10672","PE","101","KYI","Kayaking-Intermediate","0.0","Casey","W","06:10PM09:00","SPORTS"
"401","20464","ART","425","S","Leonardo, Raphael,Michelangel","1.0","David","T-Th","01:10PM02:30","LIB41"
"402","10673","PE","101","LIF","Lifeguard Training","0.0","Casey","M","06:10PM09:00","SPORTS"
"403","10699","PE","101","REL","Yoga-Relaxaion","0.0","Casey","T-Th","06:10PM07:00","SPORTSMAT"
"404","10674","PE","101","ROC","Rock Climbing","0.0","Casey","Th","04:10PM07:00","VOLLUM120"
"405","10675","PE","101","RUG","Rugby-Men and Women","0.0","Casey","T-W-Th","04:10PM06:00","SPORTS"
"406","10750","PE","101","RWB","Rowing-Beginning","0.0","Casey","M-W-F","03:10PM06:00","SPORTS"
"407","10751","PE","101","RWI","Rowing-Intermediate","0.0","Casey","M-W-F","05:00AM07:50","SPORTS"
"408","10683","PE","101","SFT","Softball","0.0","Casey","M","04:10PM06:00","SPORTS"
"409","10684","PE","101","SQB","Squash-Beginning","0.0","Casey","T-Th","03:10PM04:00","SPORTS"
"410","10685","PE","101","SQI","Squash-Intermediate","0.0","Casey","T-Th","04:10PM05:00","SPORTS"
"411","10678","PE","101","SR2","Sailing","0.0","Casey","Th","02:10PM05:00","SPORTS"
"412","10594","BIOL","101","F","Intro Biology Lect and Lab","1.0","Shampay","T-Th","09:00AM10:20","VOLLUMVLH"
"413","10676","PE","101","ST2","Sailing","0.0","Casey","T","02:10PM05:00","SPORTS"
"414","10677","PE","101","SW2","Sailing","0.0","Casey","W","02:10PM05:00","SPORTS"
"415","10689","PE","101","TCB","Tai Chi-Beginning","0.0","Casey","M-W","03:10PM04:00","SPORTSGYMI"
"416","10690","PE","101","TCI","Tai Chi-Intermediate","0.0","Casey","M-W","04:10PM05:30","SPORTSGYMI"
"417","10693","PE","101","TNA","Tennis-Advanced","0.0","Casey","T-Th","05:10PM06:00","SPORTS"
"418","10691","PE","101","TNB","Tennis-Beginning","0.0","Casey","T-Th","03:10PM04:00","SPORTS"
"419","10692","PE","101","TNI","Tennis-Intermediate","0.0","Casey","T-Th","04:10PM05:00","SPORTS"
"420","10694","PE","101","ULT","Ultimate Frisbee","0.0","Casey","T-Th","04:10PM06:00","SPORTS"
"421","10696","PE","101","WWR","White Water Rafting","0.0","Casey","T","04:10PM06:00","SPORTS"
"422","10701","PE","102","AE6","Aerobics","0.0","Casey","M-W","06:10PM07:00","SPORTSDANCE"
"423","10596","BIOL","101","FT3","Intro Biology Lect and Lab","0.0","Shampay","T","01:10PM05:00","BIOL103"
"424","10703","PE","102","AE7","Aerobics","0.0","Casey","M-W","07:10PM08:00","SPORTSDANCE"
"425","10704","PE","102","AFD","African Dance","0.0","Casey","T-Th","04:10PM05:30","SPORTS"
"426","10705","PE","102","AIK","Aikido","0.0","Casey","M-W","07:10PM09:00","SPORTSMAT"
"427","10707","PE","102","BAD","Badminton","0.0","Casey","T-Th","12:00PM12:50","SPORTSGYMI"
"428","10709","PE","102","BBC","Basketball-Coed","0.0","Casey","T-Th","04:10PM06:00","SPORTSGYMI"
"429","10706","PE","102","BCN","Backcountry Navigation","0.0","Casey","W","04:10PM06:00","VOLLUM"
"430","10708","PE","102","BD1","Badminton","0.0","Casey","T-Th","01:10PM02:00","SPORTSGYMI"
"431","10713","PE","102","BEL","Bellydance","0.0","Casey","T","06:10PM08:00","SPORTSDANCE"
"432","10714","PE","102","BOW","Bowling","0.0","Casey","T","04:10PM06:00","SPORTS"
"433","10711","PE","102","BRB","Ballroom Dance-Beginning","0.0","Casey","W","06:10PM08:00","SPORTSGYMII"
"434","10599","BIOL","101","FT7","Intro Biology Lect and Lab","0.0","Shampay","T","01:10PM05:00","BIOL107"
"435","10712","PE","102","BRI","Ballroom Dance-Intermediate","0.0","Casey","W","08:10PM10:00","SPORTSGYMII"
"436","10727","PE","102","DEF","Self Defense","0.0","Casey","Th","07:10PM09:30","SPORTSMAT"
"437","10715","PE","102","FEN","Fencing","0.0","Casey","M-Th","06:40PM08:30","SPORTSGYMII"
"438","10716","PE","102","FLK","Folkdancing","0.0","Casey","Th","07:40PM10:00","SPORTSDANCE"
"439","10717","PE","102","HAP","Hiking Around Portland","0.0","Casey","T","04:10PM07:00","VOLLUM120"
"440","10740","PE","102","HAT","Yoga-Hatha","0.0","Casey","T-Th","05:10PM06:00","SPORTSDANCE"
"441","10721","PE","102","JGL","Juggling","0.0","Casey","W","07:10PM09:00","SPORTSGYMI"
"442","10720","PE","102","JIT","Jitterbug","0.0","Casey","M","06:10PM08:00","WINCH"
"443","10722","PE","102","JUD","Judo","0.0","Casey","M-W","03:40PM05:40","SPORTSMAT"
"444","10739","PE","102","KUN","Yoga-Kundlini","0.0","Casey","M-W","04:40PM06:00","SPORTSDANCE"
"445","10581","ANTH","211","F05","Introduction to Anthropology","1.0","Brightman","M-W","06:10PM07:30","ELIOT317"
"446","10600","BIOL","101","FW3","Intro Biology Lect and Lab","0.0","Shampay","W","01:10PM05:00","BIOL103"
"447","10723","PE","102","LIF","Lifeguard Training","0.0","Casey","M","06:10PM09:00","SPORTS"
"448","10781","PE","102","MOD","Modern Dance","0.0","Casey","F","04:10PM06:00","SPORTSGYMII"
"449","10741","PE","102","REL","Yoga-Relaxation","0.0","Casey","T-Th","06:10PM07:00","SPORTSMAT"
"450","10725","PE","102","ROC","Rock Climbing","0.0","Casey","Th","04:10PM07:00","VOLLUM120"
"451","10724","PE","102","RQB","Raquetball-Beginning","0.0","Casey","T-Th","02:10PM03:00","SPORTS"
"452","10726","PE","102","RUG","Rugby-Men and Women","0.0","Casey","T-W-Th","04:10PM06:00","SPORTS"
"453","10730","PE","102","SQB","Squash-beginning","0.0","Casey","T-Th","03:10PM04:00","SPORTS"
"454","10731","PE","102","SQI","Squash-Intermediate","0.0","Casey","T-Th","04:10PM05:00","SPORTS"
"455","10735","PE","102","TCB","Tai Chi-Beginning","0.0","Casey","M-W","03:10PM04:00","SPORTSGYMI"
"456","10736","PE","102","TCI","Tai Chi-Intermediate","0.0","Casey","M-W","04:10PM05:30","SPORTSGYMI"
"457","10601","BIOL","101","FW7","Intro Biology Lect and Lab","0.0","Shampay","W","01:10PM05:00","BIOL107"
"458","10737","PE","102","ULT","Ultimate Frisbee","0.0","Casey","T-Th","04:10PM06:00","SPORTS"
"459","10421","PHIL","200","F01","Introduction to Philosophy","1.0","Hinchliff","T-Th","10:30AM11:50","VOLLUM120"
"460","10422","PHIL","200","F02","Introduction to Philosophy","1.0","Latham","T-Th","10:30AM11:50","PSYCH103"
"461","10423","PHIL","200","F03","Introduction to Philosophy","1.0","Reeve","T-Th","10:30AM11:50","WINCHCPHT"
"462","20417","PHIL","201","S","Logic","1.0","Taschek","T-Th","01:10PM02:30","PSYCH105"
"463","10424","PHIL","301","F","Ancient Philosophy","1.0","Reeve","T-Th","02:40PM04:00","PSYCH105"
"464","20418","PHIL","308","S","Post-Kantian Continental Phil","1.0","Peck","T-Th","10:30AM11:50","VOLLUM118"
"465","20419","PHIL","310","S","Metaphysics","1.0","Hinchliff","T-Th","10:30AM11:50","VOLLUM116"
"466","10425","PHIL","311","F","Epistemology","1.0","Taschek","T-Th","10:30AM11:50","PHYSIC121"
"467","10767","PHIL","312","F","Ethics","1.0","Arkonovich","M-W-F","01:10PM02:00","VOLLUM126"
"468","10602","BIOL","101","FR3","Intro Biology Lect and Lab","0.0","Shampay","Th","01:10PM05:00","BIOL103"
